SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,Garage,Floors,Windows,PreviousSalePrice,IsLuxury,HouseColor_Green,HouseColor_Red,HouseColor_White,HouseColor_Yellow,Price
760.96,3.28586102,3,416.3,28.32,4.97,29.15,0.7,94.33,1.26,4.81,7.03,4.49,1,0,1,17,238087.6476,1,False,True,False,False,392856.0367
1114.6,1.0,4,407.16,13.56,6.29,38.44,5.49,92.83,1.82,4.29,7.16,3.04,0,1,2,37,143036.3622,0,True,False,False,False,210373.8428
1658.33,2.462958417,3,176.79,48.87,7.24,5.72,2.83,89.49,0.95,4.78,0.42,2.5,1,1,1,17,363457.6606,1,False,False,False,False,359000.7922
1484.17,1.34998666,4,540.02,24.92,6.51,86.08,43.63,99.9,1.98,8.68,3.75,5.06,0,0,1,10,566866.0916,0,False,False,True,False,607617.5735
1247.11,3.585773676,4,621.73,29.86,7.64,43.38,7.91,99.9,0.99,4.77,5.79,3.94,0,1,1,17,362901.4215,1,False,False,True,False,330576.3618
550.0,1.977486138,3,111.94,12.29,3.95,120.76,2.74,91.45,1.88,6.2,6.56,5.93,0,1,1,9,110438.1777,0,False,False,False,True,191733.7849
589.22,1.983390394,4,452.4,43.84,5.24,90.89,37.08,90.8,2.27,5.43,5.96,7.84,0,0,1,11,193727.3155,0,False,True,False,False,252944.9569
1406.94,1.574780276,3,1166.61,46.11,8.47,41.97,31.71,89.92,1.71,4.93,10.0,7.0,0,1,1,12,443215.2919,1,False,True,False,False,313416.7277
982.41,3.02268155,3,798.74,12.13,7.52,61.02,4.05,91.9,1.55,3.69,9.04,8.32,0,0,1,8,384391.8427,1,False,False,True,False,363913.0036
1475.33,1.950973549,2,486.98,42.45,5.72,88.55,35.53,93.76,1.17,6.3,2.63,4.91,0,0,1,13,247263.2726,0,True,False,False,False,234473.6827
639.37,1.069706185,4,524.67,35.1,8.38,79.57,5.41,90.67,2.25,0.09,3.9,5.43,0,1,1,31,145224.4303,0,True,False,False,False,155146.8993
1173.15,1.884403795,4,425.96,34.46,7.19,56.57,6.03,89.74,0.84,2.04,4.56,4.06,1,1,1,15,376151.8891,1,False,False,False,False,461748.4582
1382.61,2.302883065,4,174.11,54.63,5.58,38.99,0.36,98.84,1.22,8.79,2.41,3.06,0,1,1,9,440842.8566,1,True,False,False,False,466005.3147
1059.64,1.0,3,30.61,9.72,10.0,52.9,12.65,95.99,1.15,4.3,3.51,4.67,0,0,1,12,195374.2452,1,False,False,False,True,286536.4983
1553.97,4.232370215,3,367.84,28.59,7.77,0.51,4.39,96.84,0.75,6.23,9.14,7.57,1,0,2,23,485155.7768,1,False,False,True,False,367913.2083
857.66,2.52511429,4,403.3,26.87,8.16,97.92,24.34,90.43,1.81,3.71,5.19,6.13,1,1,1,17,321125.9359,1,False,False,True,False,363057.9952
804.09,2.954551785,4,149.62,61.74,8.01,93.6,23.34,93.91,1.87,6.04,6.73,5.28,0,0,1,9,200915.5985,0,False,True,False,False,266670.5158
821.19,2.016830748,4,461.33,59.45,7.45,25.26,21.59,99.16,2.28,4.8,3.17,3.7,0,1,1,11,537268.06,1,False,False,True,False,340097.7088
1709.82,2.304392896,3,1019.27,10.72,10.0,9.94,20.07,97.52,0.38,6.53,9.32,7.23,0,0,1,15,417754.9989,1,False,False,False,False,451632.5014
550.0,1.0,4,447.05,34.96,6.18,2.39,4.72,83.56,1.25,0.9,1.5,5.61,0,1,1,10,74706.66901,0,False,False,True,False,155639.2817
550.0,2.874642043,4,553.98,11.48,7.38,20.74,17.93,94.01,0.58,8.13,10.0,7.17,1,0,1,5,541831.9789,1,False,False,False,False,474375.6673
728.9,3.73336677,2,522.87,35.02,6.2,86.95,25.22,90.98,1.85,4.25,7.36,5.12,1,0,1,23,187122.5358,1,True,False,False,False,315406.2612
1032.34,2.865250657,3,221.1,72.3,7.07,32.45,20.49,96.54,1.54,4.37,9.31,8.43,1,1,1,9,469495.1696,1,False,False,False,False,323339.5808
550.0,2.141037034,4,249.07,14.86,10.0,19.63,22.39,98.22,2.05,8.64,6.69,9.06,0,0,1,9,198563.0132,0,False,True,False,False,246595.8337
876.13,1.0,5,815.32,17.45,6.21,50.3,0.71,97.53,2.36,4.41,5.2,4.16,1,0,1,21,310832.1514,0,False,False,False,True,266834.8036
1062.03,2.554509378,4,248.15,35.38,7.43,28.6,33.31,95.82,1.59,6.07,4.79,3.3,1,1,2,27,287530.9258,0,False,False,True,False,247749.1269
1424.81,4.543231399,1,395.86,52.83,5.48,82.92,3.18,87.96,1.19,3.69,8.7,3.16,0,0,2,13,260575.4925,1,False,False,False,False,381979.7939
1076.92,1.0,2,2.04,28.23,3.84,82.35,8.37,95.4,1.68,5.44,7.91,7.32,0,0,1,13,154221.0775,1,True,False,False,False,283605.4848
1008.63,1.0,3,371.12,20.61,1.37,5.77,25.71,93.61,1.52,2.93,7.93,6.62,0,1,1,13,228548.0198,1,False,False,False,True,315717.5255
550.0,1.0,3,283.41,49.39,4.48,67.51,31.51,88.31,2.36,4.71,0.29,3.56,0,1,1,15,186543.244,0,False,False,False,True,256587.6562
1207.69,1.032576966,2,716.4,29.0,6.62,13.35,19.98,88.5,1.29,0.09,7.35,7.85,0,0,1,9,25365.84691,0,True,False,False,False,121533.3732
550.0,1.0,4,672.37,44.25,8.65,32.3,11.91,96.5,1.66,2.22,4.47,5.14,1,0,1,16,84620.08278,0,False,True,False,False,210645.6183
675.68,1.0,2,345.13,13.41,5.07,87.16,14.24,90.07,1.6,3.42,3.86,1.76,0,1,1,20,96778.96605,0,True,False,False,False,149978.7022
1593.68,1.986880679,2,403.84,0.89,8.59,14.64,4.26,92.94,1.45,5.75,8.99,10.0,0,0,1,9,482459.2353,1,False,False,True,False,485113.8642
550.0,2.568205646,4,418.32,45.07,5.19,29.34,32.21,91.47,1.36,4.59,8.47,5.91,1,1,1,19,404178.1505,1,False,False,False,False,372012.1632
1144.18,1.515806711,4,269.27,4.06,9.36,76.16,4.12,98.02,1.35,6.04,5.15,2.56,0,0,1,17,349451.0054,1,False,False,False,False,486223.6836
627.46,1.1951207,2,174.16,49.24,4.75,5.62,19.93,92.62,1.45,1.68,5.91,4.07,1,0,1,11,385928.8811,1,False,False,False,True,471910.8547
550.0,3.902923795,1,651.3,39.67,2.13,41.28,21.35,86.98,1.41,3.44,5.1,6.59,1,0,1,17,265818.8894,0,True,False,False,False,262495.0027
550.0,1.897350371,4,486.27,12.81,6.38,60.7,4.78,91.55,1.59,3.47,6.31,5.57,0,1,1,13,225663.4051,0,True,False,False,False,169035.3533
993.75,1.188211794,3,608.05,46.55,8.66,43.96,12.34,99.9,1.93,6.88,5.32,7.64,0,0,1,13,78268.39881,0,True,False,False,False,134257.9645
550.0,1.811296537,2,949.48,2.48,5.18,49.95,33.72,92.58,0.05,4.77,9.27,9.95,1,1,1,22,166833.2431,0,False,True,False,False,221361.2166
1515.29,1.468199741,1,720.04,25.99,5.91,20.59,12.47,93.68,1.24,6.27,8.65,6.97,1,1,1,12,146302.3923,0,True,False,False,False,181925.901
1750.04,2.233104394,3,362.73,22.58,6.51,62.1,32.02,93.01,1.15,5.19,3.4,3.27,0,0,1,21,429400.9942,1,False,False,True,False,291232.6503
1434.23,2.343958386,2,1098.97,7.96,9.04,61.85,17.43,99.9,1.33,5.21,4.51,5.88,0,0,1,7,257906.3357,0,False,False,True,False,228894.6688
550.0,2.228118202,2,417.39,35.64,5.24,50.11,25.47,97.35,1.85,6.02,3.45,7.09,1,0,1,16,200872.5606,0,False,False,False,True,249169.7703
550.0,1.415954189,3,396.2,39.23,4.08,90.28,24.25,92.89,1.68,2.2,5.45,6.4,1,0,1,16,120272.4573,1,False,False,False,False,248833.4473
1689.2,3.186458837,3,740.25,14.54,10.0,49.5,4.98,93.31,1.19,9.83,4.7,5.38,0,1,1,20,464489.8132,1,False,True,False,False,436686.29
1117.59,2.563403714,5,616.08,34.48,9.31,80.22,21.81,99.9,1.86,7.01,4.41,8.89,1,0,1,7,411819.298,1,True,False,False,False,525363.0919
550.0,3.921931003,2,1043.79,46.13,7.36,52.41,5.03,91.57,0.98,6.68,4.6,4.56,1,1,2,32,141694.2808,0,False,True,False,False,225726.3565
909.16,1.082539977,3,841.63,14.46,9.76,81.74,12.1,99.9,1.58,4.78,3.18,4.5,0,0,2,34,114450.9894,0,False,False,False,True,196204.535
1208.86,1.319678246,2,661.44,23.08,6.78,19.06,7.21,96.65,1.95,4.8,5.16,4.2,0,1,1,15,156471.3979,0,False,False,False,True,213524.6477
854.94,1.0,2,870.33,59.28,5.82,108.06,29.19,83.57,1.66,4.88,4.63,6.77,1,0,1,9,51903.48244,0,True,False,False,False,126907.9817
729.07,3.948901043,3,507.42,42.75,8.01,25.85,5.29,99.9,2.17,3.61,7.37,8.02,0,0,1,27,253968.8751,1,False,False,False,True,383041.2467
1216.41,3.649014198,5,1059.28,13.58,8.09,19.19,31.52,99.76,1.35,8.01,10.0,8.5,1,1,1,13,775888.9344,1,False,False,True,False,584575.3763
550.0,1.364638817,3,678.54,11.66,6.18,74.67,21.57,95.06,0.87,1.06,2.21,3.64,0,0,1,18,112741.7401,0,False,False,False,True,191607.2181
598.26,1.30146804,5,303.09,26.02,4.83,67.8,17.57,90.9,2.13,4.0,0.62,2.58,0,1,1,19,282584.1265,1,False,False,False,True,379268.1187
550.0,1.0,3,1178.5,41.59,7.41,165.41,34.03,90.94,1.84,5.63,9.78,7.18,0,1,2,46,34627.49194,0,False,True,False,False,117616.8753
600.98,2.060786157,3,116.32,15.37,5.54,15.31,17.32,89.48,1.39,5.33,3.49,4.66,0,0,1,12,224866.6197,0,False,True,False,False,211546.9364
660.98,2.849034116,3,424.88,41.39,6.93,113.54,10.79,92.85,0.58,6.45,3.64,4.32,1,0,2,17,317228.6407,1,False,False,True,False,337815.4161
550.0,2.050539576,1,77.07,49.79,5.65,11.38,35.77,91.78,1.84,2.29,1.05,0.32,0,1,1,14,168531.2204,0,False,False,False,True,246946.1074
1416.23,3.58370942,4,461.51,34.96,8.36,2.43,14.07,99.9,0.57,8.0,9.78,7.47,0,0,1,25,464984.3714,1,False,False,True,False,511443.7364
550.0,1.581917598,4,565.06,1.34,9.5,1.03,0.15,90.61,1.46,2.54,3.42,5.1,0,0,1,10,111603.5727,0,False,False,False,True,210727.7944
937.62,1.0,2,860.75,41.36,7.11,68.24,27.95,96.29,2.18,2.76,7.76,7.65,0,1,1,6,10745.49194,0,False,False,False,True,106891.317
550.0,1.0,2,172.25,25.83,6.14,18.11,10.22,95.01,2.11,5.07,0.32,2.11,0,0,1,8,112638.8583,0,False,False,False,True,176492.6957
1952.56,1.691828801,4,541.56,24.88,7.96,28.95,16.11,95.83,2.01,2.72,10.0,6.23,1,1,1,11,372658.3184,0,False,False,True,False,442071.1893
572.31,3.74659242,2,467.86,3.74,7.24,109.38,13.07,94.04,1.05,4.49,8.54,7.78,1,0,1,18,217958.1962,0,False,False,False,False,186967.2311
1325.82,2.15991778,2,597.19,1.02,7.99,25.0,3.44,95.77,0.72,4.95,2.12,3.37,0,0,2,17,313871.4421,1,False,True,False,False,382741.1546
931.61,1.915791126,3,571.55,62.45,8.26,18.16,41.47,93.75,1.41,4.85,5.56,4.98,0,0,2,18,331313.0259,0,False,False,False,True,250327.6615
1418.41,1.892099638,3,883.36,35.01,4.56,35.32,20.71,91.19,1.28,0.38,0.97,5.9,1,0,1,17,302318.3693,1,False,False,False,False,401205.3247
1376.84,2.875836742,4,527.95,50.51,4.73,49.04,14.63,96.06,1.44,5.99,4.0,6.28,0,1,1,17,499144.0854,1,False,False,False,False,645969.9208
934.57,3.44628553,1,346.34,79.29,7.52,45.2,2.14,84.45,2.36,4.1,1.63,3.37,1,1,2,35,24101.41437,0,False,False,True,False,106645.3587
1190.94,2.787787502,1,605.16,7.87,7.95,69.0,16.09,99.9,1.78,4.5,5.1,5.77,0,1,1,21,51748.07108,0,False,False,True,False,136992.0677
1184.28,2.80794318,5,320.38,41.76,7.51,23.74,17.37,90.41,1.29,7.54,3.96,7.92,1,1,1,23,491072.1388,0,False,False,True,False,416279.762
1489.93,3.176080445,4,862.07,24.76,9.13,17.03,4.43,99.9,1.39,8.4,6.56,6.64,0,1,1,11,538930.9587,1,False,False,False,True,523767.7046
1412.25,1.827928206,1,777.83,24.89,6.09,15.21,2.22,92.94,1.11,8.8,10.0,9.97,0,1,1,25,431491.5291,1,False,False,False,True,453458.35
1403.29,2.60421646,5,399.15,16.39,7.81,11.23,2.58,99.34,2.08,8.63,6.18,7.78,0,0,2,27,467865.5929,1,False,False,False,False,578788.0282
728.47,2.367095172,3,902.47,15.88,7.81,63.29,3.19,92.28,1.38,6.3,5.72,4.07,0,0,2,30,486441.3953,1,True,False,False,False,528932.0192
990.97,1.0,3,209.96,62.61,4.36,83.92,22.58,87.71,1.91,4.62,7.22,7.65,0,0,1,9,197311.5545,0,False,False,False,True,235053.9275
1541.12,2.917828041,5,342.48,34.69,9.82,52.64,34.17,94.41,1.75,6.29,9.09,9.74,0,0,1,10,745925.0583,1,False,False,True,False,616869.4342
821.78,1.0,3,782.35,35.37,4.2,16.02,0.76,94.07,2.3,4.34,5.22,6.9,0,1,1,15,155516.4024,0,False,False,False,True,196597.1681
2363.12,1.0,3,964.39,11.74,8.5,56.93,9.67,96.6,1.3,6.64,8.64,6.88,0,1,1,14,411567.1668,1,False,False,True,False,493506.0766
1274.43,2.431466986,4,434.25,28.74,5.92,65.87,2.02,89.43,2.21,6.57,2.96,4.36,0,0,1,11,371353.8115,1,False,False,False,False,575304.7083
1342.51,1.930868173,4,418.09,39.6,4.63,89.1,29.53,89.85,1.41,3.06,6.57,4.99,0,1,1,2,486856.5137,0,False,False,False,True,334952.6535
550.0,3.816994828,2,551.59,11.88,7.59,6.17,22.57,84.03,1.66,5.38,4.49,2.97,0,0,1,5,151572.89,0,False,True,False,False,211071.0095
792.14,2.477129839,4,659.69,0.03,6.95,2.49,5.31,99.9,1.94,7.09,7.29,6.49,0,0,1,10,458969.3247,1,False,False,False,True,510710.9186
1092.07,2.271618074,2,476.54,28.09,6.69,10.36,16.12,88.95,1.13,3.51,5.59,10.0,0,0,1,18,372149.3482,1,False,False,False,True,345985.2698
727.95,1.82281539,3,358.09,14.56,7.2,60.61,47.94,92.23,1.68,4.77,2.36,3.08,0,1,2,38,92018.26896,0,False,False,False,False,151369.7369
550.0,1.889751455,4,185.82,33.44,5.68,43.79,13.87,92.55,0.75,3.96,1.83,6.73,1,1,1,8,153475.7132,0,True,False,False,False,161259.969
1473.2,4.342154715,3,323.36,31.79,9.0,54.82,25.87,84.95,2.1,8.31,3.79,5.78,0,0,1,11,460532.137,0,False,False,True,False,273769.0828
1647.35,1.0,2,432.94,30.26,4.53,35.04,15.92,90.33,1.4,3.77,2.18,0.77,1,0,1,20,99565.72644,0,False,False,False,False,192633.9577
844.95,1.0,3,249.42,11.38,7.09,67.03,35.55,91.49,1.43,2.59,10.0,6.59,1,0,1,10,290280.4317,1,True,False,False,False,235650.3565
838.91,1.694128885,1,365.87,38.95,4.63,55.46,1.36,97.37,1.42,5.45,2.29,4.99,0,0,1,12,105829.8017,0,False,False,False,True,218446.7975
1248.3,1.0,3,347.05,11.27,7.29,57.76,15.15,93.83,1.58,4.53,6.67,5.6,0,0,1,17,189974.6571,0,False,False,True,False,184180.3022
868.88,2.812234546,3,361.31,54.28,7.03,129.78,13.05,99.9,1.31,5.72,6.25,5.39,1,1,1,2,279237.6018,0,True,False,False,False,379684.6826
1901.93,5.444192013,4,674.85,15.8,9.83,13.78,3.5,94.65,0.3,9.32,10.0,10.0,1,1,2,12,665393.7856,0,True,False,False,False,991274.4424
617.43,1.205675967,1,683.11,39.0,1.6,49.1,38.29,91.42,0.89,1.75,5.82,5.13,0,1,1,9,96498.10863,0,False,False,False,True,143269.7371
800.99,1.0,3,642.05,37.22,5.63,85.99,4.91,96.51,1.82,1.42,4.47,4.53,0,1,1,12,137758.8035,0,False,False,True,False,247071.616
974.94,1.056837421,1,362.45,24.58,6.27,109.18,14.93,99.81,2.07,3.28,3.49,4.77,0,1,1,9,94506.6086,0,True,False,False,False,210357.1794
550.0,2.23050204,2,124.11,33.95,1.36,38.97,4.52,90.88,1.92,0.11,1.9,2.64,0,0,1,2,10144.84191,0,False,False,False,True,103080.8523
824.59,1.983334829,3,120.83,24.56,6.82,87.15,9.38,87.69,2.31,4.3,5.1,7.03,0,0,1,26,144729.8005,0,False,False,False,False,164053.6481
733.99,2.121210104,4,615.95,54.73,7.75,102.57,10.72,94.58,1.03,5.52,5.64,4.85,0,1,1,13,405492.2361,1,False,False,False,False,331588.7744
830.2,2.969806723,2,407.98,9.6,10.0,80.36,15.82,96.86,1.41,8.45,8.7,8.44,1,0,1,4,474570.2524,0,False,False,True,False,254107.183
550.0,1.0,3,206.6,31.93,5.82,10.15,13.52,92.5,1.06,4.55,8.44,6.52,0,1,1,7,117847.2052,0,False,False,False,True,182818.7408
1233.39,2.485825649,3,1103.46,42.39,5.92,32.33,39.45,91.12,1.89,4.16,9.68,8.4,0,1,1,11,358485.656,1,True,False,False,False,293993.3106
1533.92,3.765853948,4,552.13,46.58,7.08,25.51,13.71,79.09,1.26,3.95,6.02,4.5,0,1,2,37,487705.6906,1,False,False,True,False,687621.8926
561.54,3.811442591,2,573.31,56.63,7.45,125.84,33.07,97.38,2.62,6.09,8.6,8.73,0,0,1,17,101324.5966,0,True,False,False,False,163579.3966
1196.62,1.720730878,2,321.42,37.55,5.56,70.51,22.53,98.11,1.37,6.89,4.5,5.46,1,1,1,10,130582.2818,0,False,False,True,False,154037.7848
1535.8,2.82176821,3,622.19,16.65,9.36,2.27,24.12,94.93,1.0,7.77,6.07,2.15,0,0,1,26,376121.6824,1,False,False,False,True,492873.3022
974.62,1.0,3,96.39,0.56,9.53,14.19,15.75,96.06,1.74,8.12,8.01,7.54,1,1,1,13,218180.5817,1,False,False,False,False,319396.2929
1265.16,1.0,4,636.71,38.04,10.0,60.39,39.29,93.53,1.2,9.44,6.74,8.74,0,0,1,7,304450.5272,1,False,False,True,False,290215.0327
550.0,2.954282862,2,752.61,25.2,2.56,45.4,8.39,91.15,1.63,2.34,0.64,3.06,0,0,1,22,83149.72661,0,False,False,True,False,152156.6843
1294.09,1.0,3,381.25,76.0,5.73,12.47,8.76,91.38,1.97,0.1,7.68,3.3,1,0,1,11,249572.5254,1,False,False,False,False,197307.6923
708.12,1.0,4,427.97,41.58,8.02,34.8,6.29,99.9,1.72,7.63,6.11,6.12,0,0,1,16,275795.34,1,True,False,False,False,283743.8872
586.27,1.0,4,468.91,18.49,8.54,33.13,39.04,94.06,1.59,5.77,1.61,4.4,0,1,1,17,145373.9594,0,False,False,True,False,173453.0226
572.97,1.44013661,4,414.17,30.54,7.53,26.68,35.6,93.1,2.28,4.03,7.27,4.63,0,0,1,18,195136.5425,0,False,True,False,False,259072.1918
1161.42,1.0,4,470.5,30.05,9.03,55.89,18.69,99.9,0.76,7.84,4.15,6.05,0,0,1,18,371305.3071,1,True,False,False,False,321152.9688
726.61,2.144672014,3,334.11,49.31,7.08,19.28,14.61,88.48,0.83,7.3,5.53,7.13,0,0,1,11,222983.7018,0,False,True,False,False,195910.5248
652.13,2.108468172,2,428.53,34.3,7.96,89.84,20.91,95.29,1.35,6.4,5.18,6.83,0,0,1,3,68910.55476,0,False,False,False,True,130151.0263
1300.92,2.424506922,2,604.27,69.29,5.45,21.26,5.97,88.84,1.56,5.63,7.42,4.82,0,0,2,34,372580.1606,1,False,False,True,False,476841.0151
890.61,1.746394461,4,259.78,33.65,10.0,29.02,4.19,95.7,1.22,7.72,4.02,5.69,1,0,1,20,461430.6941,0,False,False,False,True,386911.5083
550.0,3.560778235,4,177.98,52.63,8.65,52.73,15.3,88.72,2.11,3.54,4.75,7.72,0,0,1,3,310990.5983,0,False,False,True,False,319023.7068
691.66,1.972219017,2,41.14,22.34,5.76,46.06,8.27,89.72,1.05,2.68,5.44,3.32,1,0,1,13,18902.83481,0,False,True,False,False,96863.68367
550.0,1.710174055,2,423.64,61.21,5.29,10.81,1.85,90.66,2.0,4.62,5.98,6.9,1,1,1,16,92819.1076,0,False,False,False,False,200405.0955
1551.35,1.0,4,814.38,15.43,8.64,58.2,10.13,96.66,0.56,4.39,7.56,5.39,0,0,1,8,290627.103,0,False,False,True,False,257203.9345
925.73,3.145481038,3,449.65,42.02,6.55,42.34,5.75,93.73,1.58,6.02,8.46,4.49,1,0,1,24,323914.3166,1,True,False,False,False,542943.1356
550.0,2.092646457,3,349.43,2.61,9.9,42.73,14.91,98.83,0.54,5.68,8.83,6.35,0,1,1,23,270604.2798,1,False,False,True,False,453631.532
550.0,2.108503016,4,811.75,38.21,5.49,68.45,20.72,95.19,0.66,5.38,7.18,8.54,0,0,1,18,221157.2926,0,True,False,False,False,205937.7401
1080.83,3.465119659,3,779.97,78.38,5.21,34.1,13.19,99.9,1.43,6.13,2.8,2.26,0,0,1,8,416784.3935,1,False,False,False,False,712252.1894
550.0,3.451758213,1,336.71,65.43,6.06,2.48,11.07,81.06,2.54,3.36,4.41,4.8,0,0,1,11,140274.0193,0,False,True,False,False,140480.1178
984.01,2.457805113,2,671.11,24.57,8.52,1.37,4.94,95.48,0.86,3.14,5.21,7.07,0,0,1,21,266930.1908,0,False,False,False,True,234225.3508
1338.96,3.277371785,1,356.98,43.5,4.36,81.9,49.81,96.64,1.61,2.75,5.46,7.78,0,0,1,10,241464.7263,1,False,False,False,False,345504.5387
1138.02,1.625274646,3,624.6,28.96,6.12,70.5,12.2,90.6,1.33,4.12,10.0,8.22,1,0,1,7,419672.9771,1,False,False,True,False,381030.2686
986.24,1.0,2,267.45,25.64,6.96,20.48,46.58,88.86,1.44,2.81,9.92,7.84,1,1,1,18,61072.74943,0,False,False,True,False,122559.9246
550.0,1.586888068,2,677.43,48.18,3.83,80.47,32.35,91.12,1.59,2.23,2.08,3.05,0,1,1,14,48931.77335,0,False,False,True,False,134264.7762
949.96,2.059087559,4,518.32,52.36,9.39,109.12,16.24,99.84,1.33,1.83,5.3,4.32,0,1,2,22,172576.8664,1,True,False,False,False,341070.0465
2009.45,1.426317639,5,292.74,16.29,10.0,1.29,5.08,87.73,1.53,5.55,3.11,6.25,0,1,1,19,685110.2563,1,False,False,False,True,490977.0892
712.07,1.246323881,1,682.1,40.81,2.81,69.29,20.17,86.59,2.22,0.81,1.57,3.62,0,1,1,18,209713.4368,0,False,True,False,False,189457.1494
872.78,2.334516372,3,351.0,29.3,6.55,25.18,0.53,85.19,1.69,4.43,7.45,7.03,0,0,1,10,220569.3106,1,False,True,False,False,380733.0623
998.05,1.650275685,5,937.29,1.27,8.38,86.61,14.8,87.03,2.21,6.5,2.92,6.49,0,1,1,7,270096.0853,1,True,False,False,False,432803.8536
1532.61,2.363318598,3,611.52,41.13,5.54,75.26,27.41,92.04,1.44,4.91,6.91,5.94,0,0,2,6,452090.244,1,False,False,False,False,429059.6586
885.62,1.226401221,3,246.89,5.33,8.79,32.29,28.99,94.46,2.34,4.28,4.7,4.39,0,0,1,5,200560.237,0,False,True,False,False,181675.5726
611.78,3.14205824,2,779.85,9.41,5.23,39.83,13.24,95.3,1.13,3.39,6.31,5.78,0,1,1,7,169478.8411,0,True,False,False,False,163298.013
1214.64,1.68113287,3,280.53,14.21,6.63,21.63,2.96,97.54,1.48,9.85,8.3,9.11,0,0,2,20,313128.2719,1,False,False,False,False,376167.3388
1530.02,1.310494482,4,175.19,45.09,9.03,101.8,27.47,92.41,2.36,5.18,5.77,4.86,1,0,2,6,331009.6354,1,False,False,False,False,279091.9309
1903.55,2.243091432,3,1077.64,32.96,7.75,59.5,15.8,95.06,1.19,4.54,3.56,6.28,0,1,1,22,377469.5991,0,True,False,False,False,377664.7339
1006.78,1.0,2,585.0,9.14,3.07,1.5,11.13,85.72,1.17,2.12,4.75,2.89,0,0,1,13,119529.484,0,False,True,False,False,164139.0562
550.0,3.03819919,4,822.35,72.38,7.03,60.51,8.73,94.15,0.7,1.24,7.74,8.37,0,0,1,10,132492.8053,0,False,False,False,False,170795.5101
725.74,1.0,3,710.46,23.4,6.55,42.88,3.28,95.48,1.17,5.18,1.62,3.49,0,0,1,15,156556.7193,0,False,False,False,False,234433.7794
996.16,2.213232111,2,368.3,35.72,5.36,27.83,12.22,87.55,2.04,2.83,1.74,4.29,0,0,1,17,219650.7324,1,False,False,False,True,196765.808
550.0,2.116888707,1,359.12,22.54,1.98,115.36,40.01,89.71,1.67,1.03,10.0,7.56,0,1,2,24,277096.0413,1,False,True,False,False,299025.9899
1179.79,3.019621118,2,348.42,19.98,9.29,57.55,0.71,92.63,0.93,6.95,3.44,5.61,1,1,1,9,217238.0406,1,False,False,False,False,288091.6363
550.0,2.8685697,5,531.24,51.66,8.91,54.05,22.17,94.94,0.58,5.36,7.41,8.08,0,0,1,29,343737.6416,1,False,False,False,False,415189.7194
854.43,1.769117831,2,751.82,13.6,5.24,84.0,34.48,97.45,1.45,8.55,8.72,7.48,0,0,1,19,88104.54771,0,False,False,False,True,134893.7547
771.76,2.638289341,2,1333.38,9.26,7.38,71.26,9.29,99.9,0.86,3.0,5.43,5.27,0,1,2,29,154043.9112,0,False,False,False,False,233976.9709
967.51,1.841319858,3,204.59,22.47,9.66,0.53,20.39,98.13,2.35,6.57,8.55,8.8,0,0,1,7,119207.6603,0,False,False,False,True,255145.0835
852.09,1.0,3,254.81,50.24,4.92,38.82,21.31,89.17,2.38,3.09,5.81,5.73,0,1,1,7,92700.02418,0,False,False,True,False,161429.4012
758.38,1.0,2,265.87,29.55,6.12,45.44,32.5,94.61,0.68,4.26,2.26,3.14,0,0,1,15,76478.97466,1,False,False,True,False,136933.4009
1491.55,2.049909627,2,394.18,53.75,5.78,15.62,2.47,98.43,1.54,5.45,4.05,6.66,0,0,1,17,538665.6114,1,False,False,True,False,302811.6508
550.0,1.613343807,4,314.08,30.55,5.57,49.77,8.92,99.62,2.06,2.35,7.16,7.64,0,0,1,12,153318.6384,0,False,True,False,False,190599.4267
1002.74,1.623254392,1,81.65,43.42,6.23,87.01,29.88,99.9,1.7,3.11,2.25,2.65,0,0,1,14,18199.65571,0,False,False,False,True,118378.6969
550.0,3.99467456,4,243.47,65.17,7.15,68.12,18.77,97.9,2.58,6.29,8.77,8.4,0,1,2,28,246715.1389,1,False,False,True,False,371056.8776
550.0,1.901367565,4,225.53,21.82,6.19,39.84,30.69,96.35,1.56,3.82,6.76,5.11,0,1,2,49,214216.1815,0,False,False,True,False,202655.5484
743.68,2.25269184,4,316.28,11.74,7.77,33.61,31.15,94.9,1.09,6.45,5.49,5.54,1,1,1,9,324735.6312,1,False,False,True,False,475695.0762
837.06,1.213887839,4,408.7,36.24,2.92,32.17,25.34,92.87,1.49,3.72,7.16,8.67,0,0,1,14,295294.0933,0,True,False,False,False,261715.0866
1070.0,2.446062181,5,729.15,59.99,10.0,69.59,23.63,88.26,1.64,3.04,8.39,5.18,0,0,1,27,327684.3831,1,False,True,False,False,442788.154
622.83,1.0,3,135.44,63.91,6.2,86.7,23.43,93.01,1.24,2.39,0.13,0.8,0,0,1,25,135552.1354,0,False,False,False,True,139838.0712
1027.78,3.28220465,4,633.18,50.39,7.18,13.77,25.42,88.62,2.29,7.73,1.39,5.93,0,0,1,21,353128.1385,0,False,False,False,True,260509.4674
1305.44,2.301192177,3,401.45,12.72,9.28,58.49,7.95,96.11,1.69,6.3,5.41,5.05,0,0,2,46,335768.0375,1,False,False,False,True,317623.7007
